ID,Class,PC1,PC2,PC3,PC4,PC5
1280,Low,0.237684,0.026465,-0.232122,-0.480314,1.295335
1281,Low,0.278136,0.205931,0.171686,-0.860874,0.838663
1282,High,-2.760475,0.856936,1.183685,1.257258,0.957206
1283,Medium,0.497206,-0.609291,1.221387,0.995556,-0.746990
1284,Low,0.576008,0.076903,-0.924647,-0.799046,0.621334
1285,Medium,0.139969,0.771895,1.398983,0.998221,1.217436
1286,Low,0.609105,-1.690781,-0.457341,-1.054885,1.540324
1287,Low,-0.069119,-0.522491,-0.515878,-1.480217,-1.283820
1288,High,0.577584,0.827025,1.200551,0.967307,-0.039684
1289,Medium,0.753575,-0.096698,0.557634,-0.223942,1.013090
1290,Medium,-0.544033,1.144904,0.297689,0.061744,1.770636
1291,Low,0.602800,0.149042,0.343329,0.310654,-1.347043
1292,High,-1.837964,1.207658,1.077524,1.140531,1.331463
1293,High,0.145748,1.135520,0.975332,1.289770,0.572223
1294,Medium,0.946903,0.554307,1.107289,0.924134,0.217724
1295,Low,-0.597619,-0.371762,0.128031,0.088394,-1.328980
1296,Low,0.802433,-1.216896,-0.931592,-1.772833,0.680041
1297,Medium,0.774064,0.105641,0.964418,0.049486,0.985430
1298,Medium,-1.514876,1.329648,0.010956,-0.547472,1.207839
1299,Medium,-0.251415,0.988897,1.311673,1.002485,0.320461
1300,Medium,0.521897,1.045787,0.986246,0.921469,-0.534177
1301,Medium,-0.125331,0.423519,0.317533,1.467792,0.516339
1302,Low,0.031748,-1.481990,-1.611219,-1.403465,0.472309
1303,Medium,0.566552,0.532607,0.688599,0.745580,1.405411
1304,Low,-0.404291,-0.834504,-1.684638,-0.905646,-0.474906
1305,Medium,0.761981,0.692132,0.347297,0.106516,1.325818
1306,High,-0.005027,1.021740,0.261972,0.404462,1.837246
1307,Low,-0.131635,-0.385252,-1.410803,-1.592679,-0.602481
1308,Low,0.530828,-0.649759,0.500089,-0.074170,-1.124634
1309,Low,-0.605499,-0.821601,0.091321,-0.791584,-2.080881
1310,Low,0.086909,0.676297,0.002027,0.151288,1.153084
1311,Low,0.851290,0.092738,-1.164748,-1.527121,-0.171210
1312,Medium,-0.428457,0.641694,0.847344,0.968906,-0.565789
1313,Medium,-0.392733,0.683922,0.595336,0.551036,1.532421
1314,Medium,0.485123,-0.113706,1.188646,0.973703,-0.617722
1315,Medium,-3.929373,0.471612,1.270995,1.520025,-1.950483
1316,Low,0.704193,-0.260916,-0.223192,-0.765467,1.382267
1317,Medium,-0.060188,0.366630,0.332415,0.704539,-0.351847
1318,Medium,0.824497,1.017635,0.867187,0.888956,-0.628447
1319,Medium,-0.419001,0.957813,0.244113,0.366086,-1.029800
1320,Medium,-0.274005,0.398300,-0.410710,0.156618,-1.445829
1321,Low,-0.001875,-0.131301,-0.310502,-0.908844,0.680041
1322,Low,0.147849,-0.476158,1.027916,0.854845,-0.950207
1323,Medium,0.255546,-0.722484,-1.269917,-0.927499,0.047247
1324,Low,1.030433,0.807085,0.393929,0.627255,-0.680945
1325,Low,-0.150548,-0.517799,-3.623311,-1.196129,-0.925369
1326,Medium,-1.810646,0.482755,1.150944,1.287638,0.487550
1327,Low,0.403168,0.225872,-0.431545,-1.136434,-1.243742
1328,Low,0.388984,-1.071446,-1.311588,-2.039864,-0.060570
1329,Low,-0.115875,-1.173496,0.222286,0.218446,-1.376961
1330,Medium,-0.420577,1.055757,0.777893,0.895352,0.840921
1331,Low,0.988406,0.303875,-1.375086,-0.994123,0.508436
1332,Medium,0.685280,0.478063,0.745152,0.325045,1.159858
1333,Medium,-1.595254,-1.677292,-2.304736,-2.223748,0.348685
1334,High,0.079029,1.419968,1.194598,1.207156,1.580967
1335,Medium,-1.151860,1.196515,-0.024761,-0.592776,0.579562
1336,Low,0.716276,-2.786346,-2.333508,-1.757909,-0.531355
1337,Low,0.790350,0.184231,-1.272893,-1.515928,-0.110810
1338,Low,-1.965624,0.091565,-0.003926,1.393172,-1.141004
1339,High,-2.996881,1.055170,1.257104,1.257258,0.620770
1340,Low,0.342228,-2.490168,-0.553580,-1.212119,-1.621385
1341,Medium,0.960562,0.495071,0.511003,0.763702,0.145469
1342,Medium,-1.217003,0.619408,0.335391,1.215684,0.562063
1343,Medium,0.197758,0.853417,1.209481,0.003648,-0.085408
1344,Low,-0.751020,0.781279,-0.304549,-0.988260,-0.025007
1345,Medium,0.651132,0.008284,1.292822,1.037130,-0.669655
1346,Low,0.613307,0.167809,-1.655866,-1.610268,-0.237820
1347,High,0.331196,0.668673,1.246191,1.009414,-0.489583
1348,Low,-0.001875,-0.101977,0.440560,-0.346532,0.163532
1349,Medium,0.273933,-2.786933,-1.418740,-0.937093,-0.666833
1350,Low,-0.078050,-0.235697,-0.003926,-0.691381,-0.894887
1351,Low,-0.041276,0.375427,-0.837337,-0.807041,-0.610384
1352,Low,0.510865,-0.758260,-1.206419,-1.030367,-0.254190
1353,Low,-0.008179,-2.304251,-1.008980,-0.673259,-0.231611
1354,Low,-0.001875,-0.271473,0.592360,-0.069906,0.620205
1355,Medium,-0.462604,1.314400,0.288760,0.645910,-0.314591
1356,Low,-0.932265,-1.007519,-1.430646,-1.109784,0.842614
1357,Medium,-1.378285,-0.557094,0.419725,-0.197825,1.532421
1358,Low,1.015724,-2.546472,-1.439576,-1.529786,-2.581019
1359,Low,-1.365152,-1.704857,0.010956,-0.218079,-2.710852
1360,Medium,0.733612,0.685681,-0.266847,0.549970,0.135872
1361,Low,0.268679,0.666913,0.589383,0.762103,-0.246852
1362,High,-1.328903,0.963678,1.110265,1.262588,1.078007
1363,Low,0.801382,-1.687262,0.508027,-0.069373,-1.865810
1364,Medium,-3.576339,0.473371,1.428747,1.736422,0.803664
1365,Low,0.739391,-1.006346,-0.661725,-0.782523,0.695282
1366,Low,-0.492024,-0.902537,0.610219,-0.232470,-1.667109
1367,Low,-0.001875,0.554307,0.160772,0.375147,-0.074682
1368,Medium,1.015198,1.120857,0.610219,0.756240,-0.197741
1369,Medium,0.356412,0.402992,0.347297,0.451899,1.564597
1370,Medium,0.040679,0.044646,1.092406,0.910276,-0.253626
1371,Low,-0.172613,-1.945318,-0.837337,-1.469557,-0.565224
1372,Low,1.023604,0.193028,-0.451388,-0.986128,-0.605868
1373,Low,0.486699,-1.587559,-0.684545,-0.749478,-0.015975
1374,Low,0.700515,-0.630992,-1.930693,-0.938159,1.143487
1375,Medium,-0.199931,1.184785,0.230223,0.679488,0.565449
1376,Medium,-0.702688,0.756060,1.469426,1.035531,0.330057
1377,Low,0.577058,1.105022,-0.471231,0.000983,-1.230758
1378,High,-2.372243,1.173055,1.268018,1.503502,0.778262
1379,Low,0.717852,-1.677292,-1.538791,-1.719533,-1.266321
1380,Medium,0.543436,0.324989,-0.003926,-0.011276,-0.716508
1381,Medium,0.318062,0.445806,0.186568,-0.836356,0.927852
1382,Medium,0.031748,0.845207,1.165826,1.099490,-0.367088
1383,Low,-0.001875,0.085701,0.630062,-0.013408,0.549079
1384,Medium,0.699990,-0.361792,1.124155,0.943322,0.331186
1385,Low,0.034374,-1.747084,-0.942506,-1.794685,-0.795536
1386,High,-0.797776,1.298564,0.490168,1.321750,1.175663
1387,High,-1.675107,0.956053,1.036846,1.185303,0.838663
1388,Low,0.986830,0.244053,0.200458,0.023369,-1.562679
1389,Low,0.591768,-0.639789,0.171686,-0.262318,-0.636350
1390,Low,0.214043,-0.179980,-0.257918,-0.603969,1.492907
1391,Low,0.045932,-1.211618,-1.300674,-1.495674,-0.116455
1392,Medium,0.302827,0.867493,0.390952,0.793017,-1.271966
1393,Low,1.084019,0.702103,0.370117,0.633651,-0.640866
1394,Low,0.576533,-1.328330,-1.772940,-1.752579,-0.441037
1395,Low,0.461482,0.645213,0.167717,-2.999793,0.678912
1396,Medium,1.049871,0.594775,-0.235098,0.678422,-0.581595
1397,Medium,-1.364626,1.343138,0.846352,1.124541,0.322154
1398,Low,-0.001875,0.170155,0.610219,-0.168510,-0.347331
1399,High,0.063794,0.489793,0.347297,0.437508,1.506455
1400,High,-3.058347,1.292699,1.085461,1.191166,0.992769
1401,High,-0.442641,1.427592,1.260081,1.284973,1.473714
1402,Low,0.863898,0.801806,-0.515878,-0.067241,-1.154552
1403,Medium,-0.976920,1.065727,0.898936,1.102688,0.637140
1404,Medium,-0.381701,0.472198,-0.003926,0.003648,0.141517
1405,Low,0.062743,-3.031500,0.200458,-0.531482,-2.092170
1406,Low,0.599648,-0.279683,-1.070494,-0.920037,0.200224
1407,Medium,0.381104,0.848726,0.244113,-0.748412,1.774587
1408,Medium,0.239260,0.005938,1.060657,0.857510,-0.548854
1409,Medium,1.017300,0.753714,0.571525,0.899083,0.069827
1410,Medium,0.329094,0.597707,0.302650,0.648042,-0.463052
1411,Low,0.052762,-0.624540,-0.293635,0.103851,-1.257854
1412,Low,0.277610,-2.253813,-1.795760,-1.566030,0.041603
1413,Medium,0.670570,-0.286721,1.311673,1.078171,0.103132
1414,Low,0.864949,1.154874,-0.500996,-0.073637,-0.944562
1415,Low,-0.699536,-0.006379,0.302650,-0.077368,-0.007508
1416,Medium,0.293896,-0.138926,0.061556,-0.306557,0.863500
1417,Low,-0.001875,-0.575861,0.686615,0.093191,0.293930
1418,Low,-0.246687,-0.028665,0.405834,-0.016606,-0.945126
1419,Low,1.069309,0.726149,-0.038651,0.068140,-0.778037
1420,High,-0.008179,1.142558,1.311673,1.065379,-0.528532
1421,High,-1.554277,0.964264,1.110265,1.268451,0.612867
1422,Medium,0.339601,0.244640,0.347297,-0.130135,1.137843
1423,Medium,-1.099326,0.896231,0.376070,0.408726,-0.902225
1424,High,-2.148445,1.191823,1.048752,1.191166,0.931804
1425,Medium,0.444146,0.352554,0.525885,0.361289,-0.708040
1426,High,-2.125329,0.988897,0.966403,1.161318,0.861807
1427,Low,0.488275,-0.452112,-0.699427,-0.993057,-1.365671
1428,Low,0.612257,-2.558201,-1.372109,-1.238769,-0.907870
1429,Medium,-0.258770,0.753714,1.505143,1.056851,0.354895
1430,Medium,0.996811,0.995348,0.273878,0.812738,-1.146085
1431,Low,0.183048,-0.925997,-1.555658,-2.093697,-0.679251
1432,Medium,-0.582909,1.072765,0.745152,0.847916,0.039909
1433,Low,0.079554,-0.097285,0.419725,-0.022469,-1.144956
1434,High,0.267629,0.893885,1.268018,1.029135,-0.305559
1435,Medium,-2.569773,1.223493,1.022956,1.141064,0.516339
1436,Low,-0.001875,-0.320151,-0.062463,-0.018738,-2.237244
1437,Low,0.183048,-0.260329,-0.596243,-0.717498,-0.210160
1438,Low,0.772488,-1.872007,-0.807572,-1.503136,0.671009
1439,High,-3.390366,1.298564,0.773924,1.169846,0.289978
1440,Medium,0.757778,0.437595,0.367140,0.535046,0.934626
1441,Low,0.816092,-0.335400,0.705466,0.706671,-0.331525
1442,Low,1.288904,-0.311354,0.352258,0.186466,-1.873148
1443,Medium,0.045407,0.731427,1.194598,1.153856,-0.167823
1444,Medium,0.321214,0.549029,0.566564,0.525985,-1.617999
1445,Low,-0.131635,-1.755882,0.054611,-0.884859,-1.055202
1446,Low,0.098992,-1.057957,-0.383922,-0.217013,-1.677270
1447,Medium,0.730460,0.982446,0.577477,-0.728691,-0.062828
1448,Medium,0.803483,0.529088,0.756066,0.357025,1.520567
1449,Low,-0.113248,-1.108982,-0.251965,-0.338537,0.254980
1450,Low,0.470938,0.188337,-0.003926,-0.589045,-1.103184
1451,Medium,-0.536153,-0.639789,0.168709,-0.435009,1.816360
1452,Medium,-0.397987,0.622926,1.048752,1.268451,0.445778
1453,High,-2.520916,0.895058,1.118202,1.209288,0.796890
1454,Low,-0.235129,-0.596389,0.554658,0.539310,-1.410831
1455,Low,-0.912827,-3.739395,-1.026839,-1.086865,-0.787069
1456,Medium,-0.394835,0.105641,0.193513,0.605935,-0.092746
1457,High,-1.610489,0.922037,1.114234,1.230608,0.838098
1458,Low,0.315435,0.161358,0.247090,-0.136531,1.526776
1459,Low,-0.001875,-0.344784,0.047666,0.052151,-1.607838
1460,Low,0.024393,-1.712481,-1.813618,-2.159256,0.350943
1461,Medium,0.314910,0.720284,0.562595,0.461493,-1.337447
1462,Low,0.515067,-2.001621,-1.115141,-2.011082,-1.029800
1463,Medium,-0.817739,0.580113,0.513979,0.323446,0.306913
1464,Medium,-1.678259,1.141385,0.909850,1.012612,1.038492
1465,Low,0.298624,0.503282,-0.866110,-1.688086,-1.651303
1466,Low,0.724156,0.454017,-1.549705,-2.138469,-0.408861
1467,Low,0.159407,-0.290240,-1.286784,-1.718467,-0.675300
1468,Low,0.466210,-0.822188,-1.246105,-1.830929,-0.076940
1469,Low,0.819244,-1.250913,-0.574416,-0.681254,-0.144115
1470,Low,-0.083829,-0.352408,-1.512995,0.153953,0.042167
1471,Medium,-0.677997,0.535539,0.302650,-0.695112,1.324124
1472,High,-1.706102,0.968370,1.150944,1.219948,1.232112
1473,Low,0.836055,1.013530,0.276854,0.651773,-0.505388
1474,Low,0.148900,-0.677324,-1.526885,-1.137500,0.054586
1475,Low,0.018089,0.415309,0.829485,0.895885,-2.967695
1476,Low,0.938498,-0.604013,-0.269824,-0.180769,-0.242900
1477,Low,1.194342,-1.299591,0.521917,0.028166,-1.606144
1478,Medium,-0.236705,0.066346,0.396905,-0.078967,1.474843
1479,Low,-0.327590,-2.913029,-1.041721,-0.783056,-2.788187
1480,Low,0.552367,0.720870,0.193513,-2.992864,0.431101
1481,Medium,-2.246685,0.629964,0.236176,1.349466,0.630366
1482,Low,0.058015,0.079836,-1.623125,-1.586816,0.617947
1483,Low,0.507713,-1.192264,-0.412694,-1.036763,1.656609
1484,Low,-0.000299,-0.244494,-0.205334,-0.379044,1.347833
1485,Medium,0.388984,0.696824,0.551681,-0.010743,1.336543
1486,High,-0.328641,1.067487,0.632046,1.032333,-1.744444
1487,Medium,0.978424,0.418828,0.566564,0.240832,-0.467568
1488,Medium,1.043567,0.637002,0.787815,0.855911,0.136437
1489,High,-0.555591,1.456330,1.257104,1.262588,1.496294
1490,Low,0.184624,-1.918926,-1.260988,-2.030803,0.441826
1491,Low,-0.895491,-0.772336,0.204427,0.128902,-0.771263
1492,High,-2.008702,1.319678,1.002120,1.150658,0.687379
1493,Low,-1.576867,-2.269648,0.039729,-0.183967,-2.415623
1494,Medium,1.211153,0.529674,0.551681,0.182202,-1.039961
1495,Low,0.255546,-0.658557,-1.414772,-1.326714,0.516339
1496,Medium,0.563399,0.651665,-0.003926,0.030831,-0.995366
1497,Low,-0.422678,-1.348270,-0.340267,-0.371049,0.475696
1498,High,-2.613903,1.112060,0.943583,1.048323,1.486133
1499,Medium,0.719953,0.547856,1.146975,0.834591,-0.616593
1500,Low,0.617510,-1.350616,-1.655866,-1.743518,-1.148343
1501,Low,-3.673529,-1.455598,-0.924647,-1.729127,-0.276770
1502,Medium,-1.430820,0.694478,0.843375,1.389441,0.327799
1503,Low,-0.042326,-2.283724,-1.056603,-1.524456,-0.445552
1504,Low,0.799806,-0.495512,-1.889022,-1.621994,-0.578208
1505,Low,-0.886035,-1.766438,-0.522824,-1.320851,0.523113
1506,Low,0.373224,-1.102530,-6.733720,-1.196129,-0.771828
1507,Low,0.996811,0.751368,0.486199,0.738651,-0.603610
1508,Medium,-2.117449,1.073938,1.107289,1.679925,0.971318
1509,Low,0.497206,-0.467361,-1.512003,-0.334273,-0.552806
1510,High,-2.725802,1.174815,1.012042,1.124541,0.909224
1511,Medium,-1.033657,0.331440,1.326555,1.166648,0.222239
1512,Medium,0.677925,0.922037,1.216426,1.074440,-0.383459
1513,Medium,0.671621,0.237602,1.238253,1.098424,-0.806826
1514,Medium,-1.675107,1.000627,1.172771,1.216217,0.642785
1515,High,0.814516,0.693892,1.176740,0.940124,0.017330
1516,Low,0.060642,0.698584,-0.032698,0.199258,0.410779
1517,Medium,0.985254,0.102709,-0.003926,-0.097622,-0.100649
1518,High,-0.252991,1.444014,1.253136,1.341471,1.294771
1519,Medium,0.483547,1.158393,0.595336,0.890555,0.148856
1520,Medium,0.573381,0.902096,0.693560,0.747179,0.123454
1521,Low,0.676349,-0.361206,-1.611219,-2.128875,-1.107135
1522,Medium,0.203536,1.289767,0.946559,1.122409,0.308606
1523,Medium,0.149951,0.811777,0.186568,0.191263,0.330622
1524,Medium,0.514542,0.637002,0.518940,-0.038992,1.286868
1525,Medium,0.176218,0.944324,0.285784,0.280273,1.591128
1526,Medium,0.037527,0.598294,0.682646,1.022739,-1.534454
1527,Low,0.075877,0.577180,-2.719457,-2.257327,-0.483373
1528,Low,-0.395360,-1.865555,-0.269824,-0.708970,-1.941451
1529,Low,1.284176,0.179539,0.197482,0.303192,-1.467280
1530,Medium,0.654285,0.156080,-0.106118,-0.373181,0.923336
1531,Low,-1.590526,0.644040,0.024847,0.157684,-0.729491
1532,Low,0.633271,-0.477917,-0.244028,-0.135998,-1.890647
1533,Medium,0.207214,0.712660,0.580454,0.490274,-1.216646
1534,Medium,0.101094,0.177780,-0.281730,-0.554401,0.860678
1535,Medium,-1.027353,1.297391,0.864211,1.069643,0.832453
1536,Medium,0.136292,0.646386,0.058580,0.553168,0.693024
1537,Medium,0.226652,0.829958,0.072470,0.562229,0.555289
1538,Low,0.633796,0.369562,-0.369039,-0.334806,-1.501714
1539,Low,0.256596,-0.045087,0.393929,-0.019804,1.272191
1540,Medium,-0.132161,0.448152,0.745152,0.840454,-0.293705
1541,Low,0.478293,-0.429239,-1.509027,-1.471689,0.055150
1542,Medium,-0.712144,0.578353,0.317533,-0.345999,0.850517
1543,Low,0.385832,0.466333,-1.875132,0.043090,-0.343944
1544,Medium,0.480395,1.122617,0.840399,1.076572,0.864629
1545,Medium,0.816092,0.942564,-0.902819,0.087328,1.266546
1546,Low,0.960037,-0.534807,-1.872156,-1.576690,0.621899
1547,Medium,-0.304475,0.937286,1.179716,1.159719,-0.106294
1548,Medium,-1.241169,0.930834,0.141921,-0.455263,0.898499
1549,High,-0.417950,1.052824,1.107289,1.103754,0.477954
1550,Medium,-0.413222,0.923796,0.347297,-0.097622,-0.220321
1551,Low,-0.001875,1.466301,-0.208310,0.150755,-0.823196
1552,Low,-0.344927,-1.108395,-2.035861,-1.937529,-0.102907
1553,Medium,0.680552,0.544923,1.125148,0.847916,-0.374991
1554,Medium,0.207739,0.554307,0.960450,0.490274,1.167761
1555,Low,0.264477,-0.307248,-1.391952,0.197659,0.118938
1556,Low,0.266578,-1.258537,-1.779885,-1.760041,-0.658365
1557,Medium,-0.360687,0.977754,0.966403,1.232207,0.446342
1558,High,-2.963259,1.078044,1.209481,1.491243,1.360252
1559,Low,0.179370,-1.657938,-1.176654,-0.745747,0.023539
1560,Low,0.481445,-2.613332,0.098266,-0.334806,-1.001011
1561,Medium,0.078504,0.432317,0.846352,0.605402,1.417830
1562,Medium,0.060642,0.873945,0.113148,0.628854,0.432230
1563,High,-3.290025,1.245194,1.088438,1.335608,1.158164
1564,Low,0.582837,-2.798663,-1.486207,-1.317120,-0.753200
1565,Low,-0.213064,-0.262089,0.258995,0.337304,-1.067621
1566,Medium,-3.589473,0.779520,1.472402,1.820103,0.753989
1567,Medium,0.773013,-0.008724,0.156803,0.051618,-0.508775
1568,Low,-0.022363,-2.122439,-0.763917,-1.810142,-0.980125
1569,Low,0.526625,0.651665,0.141921,-3.353703,0.739877
1570,Medium,-0.079626,-0.210477,0.446513,-0.045388,1.096070
1571,Medium,0.468312,0.992416,1.012042,0.961977,-0.677558
1572,Medium,-0.287664,0.800047,1.434700,1.013145,0.536096
1573,Medium,-0.174714,0.370735,0.291737,-0.657802,0.868016
1574,Low,0.694211,-0.607532,-1.956489,-1.117779,-0.433134
1575,Medium,0.269205,-0.304903,-0.248988,-0.713234,1.321866
1576,Medium,-2.441589,1.032297,1.033869,1.147460,0.822293
1577,Low,1.265264,-0.138339,-0.229145,-0.214348,1.198807
1578,High,-3.167619,1.133760,1.143006,1.362791,1.339930
1579,High,-2.631765,1.207072,0.934654,0.998754,1.260901
1580,Medium,-0.001875,0.938459,1.071571,0.899616,-0.135083
1581,Low,0.197758,-0.500204,-0.372016,-0.302293,-1.727510
1582,Medium,0.607003,1.158393,1.176740,0.949185,0.288285
1583,Low,0.014411,-0.503723,-0.837337,-0.792117,0.738183
1584,Low,0.922737,-0.262089,-0.515878,-1.301130,-1.100361
1585,Medium,-0.557167,-0.521904,0.390952,0.003648,-0.653285
1586,High,-0.001875,1.188304,1.107289,1.151724,0.864065
1587,Low,-0.265074,0.786557,-0.328361,0.243497,-0.007508
1588,Low,-0.001875,0.037608,0.610219,-0.193561,-0.945691
1589,Low,0.323841,-2.167598,0.054611,-0.404628,-1.006656
1590,Medium,-0.201507,-0.416922,0.347297,0.419919,0.514645
1591,Medium,0.187776,-0.263848,0.347297,0.364487,0.885515
1592,Medium,0.077453,0.950775,0.954497,1.192765,0.187241
1593,Medium,0.614883,0.754887,0.529854,0.551569,0.764150
1594,Low,0.779317,0.610024,0.128031,0.053750,-1.002704
1595,Medium,-0.001875,0.485101,0.054611,1.193831,0.412473
1596,Low,0.142071,-0.938313,-0.230138,-0.987194,-2.293693
1597,Medium,-2.150021,1.102676,1.183685,1.966144,0.518032
1598,High,-3.159213,1.241088,1.107289,1.345202,1.387347
1599,Medium,-1.732895,1.079803,1.005097,1.935230,0.584078
1600,Low,-0.001875,-0.520731,0.402858,-0.420085,0.504485
1601,Medium,-0.310779,0.571315,0.022862,0.135298,0.625285
1602,Low,0.277085,-1.129509,-0.837337,-0.833691,0.721249
1603,Low,-2.616529,0.206518,-0.003926,1.207156,-0.444988
1604,High,0.852866,0.412963,1.142014,0.890022,-0.167823
1605,Low,0.337500,-1.447974,-0.500996,-0.542675,-0.597965
1606,Low,0.846562,0.534366,-0.550604,-1.440242,-0.675300
1607,High,0.205112,0.552548,0.960450,0.461493,1.433071
1608,Medium,1.247927,0.228218,-0.018808,-0.092825,-0.639173
1609,Medium,-0.200981,1.407065,1.136061,1.284973,1.912888
1610,Medium,-0.413747,1.102090,1.124155,0.980099,-0.452891
1611,Low,0.102144,-1.301937,-1.150858,-0.939225,-0.762231
1612,High,0.014411,0.968956,0.469332,1.339339,1.188082
1613,Low,0.760930,-3.024462,-1.889022,-1.772833,-2.294822
1614,Low,0.217195,-1.538880,-1.348297,-1.314988,0.183290
1615,Low,-2.346501,-2.335335,0.069494,-0.054982,-2.013706
1616,Low,0.846562,0.069279,-1.181615,-1.809076,-1.315432
1617,Medium,0.772488,-0.099044,0.785830,-0.001682,0.876484
1618,Low,-0.520918,0.590083,-0.146796,-0.219145,1.173405
1619,High,-0.912827,1.249299,0.957473,1.286039,0.891725
1620,Low,0.089536,-0.155934,0.727293,0.736519,-2.937777
1621,Medium,0.374274,-0.193469,-0.270816,-1.007981,-1.665416
1622,Low,0.377426,0.064000,-0.003926,-0.570390,-1.048428
1623,Low,-0.222521,-2.755849,-0.559533,-1.127906,-1.132537
1624,Medium,-0.120078,0.037022,0.662803,0.446036,0.536096
1625,High,-0.813011,1.048719,0.727293,1.168780,0.232965
1626,Low,0.547639,-2.157041,0.024847,-0.346532,-0.750942
1627,Medium,-0.001875,0.294491,0.986246,1.292435,-0.096133
1628,Medium,0.056964,0.440528,-0.003926,1.125074,0.716168
1629,Low,0.466210,-0.429239,-0.281730,-0.859808,0.490937
1630,High,0.249767,0.454017,1.224363,0.988094,-0.010331
1631,Medium,0.022817,0.293905,-0.208310,-0.278308,1.076313
1632,Low,-1.193363,-1.306043,-1.684638,-2.135271,0.599883
1633,Medium,-0.491499,0.566037,1.194598,1.104287,1.019864
1634,Low,0.886488,0.564864,-2.152936,0.081998,0.026926
1635,High,-1.845319,1.175988,1.070579,1.206090,0.726329
1636,Low,-2.166307,-2.584594,0.054611,-0.115211,-2.227648
1637,Low,0.149426,-0.426893,0.191529,-0.438740,0.348121
1638,High,-2.828770,1.082149,0.990214,1.109084,1.081394
1639,Medium,-0.001875,0.413549,0.141921,1.173044,0.729152
1640,Low,0.516643,0.627032,-1.409811,-1.550040,0.540047
1641,Medium,0.217195,0.642281,0.061556,0.478548,0.124018
1642,Medium,0.411574,1.106782,1.212457,1.007815,-0.219192
1643,Low,0.478293,0.119131,-0.003926,-0.574121,-1.143262
1644,Medium,0.297574,0.750195,0.065525,0.003648,0.978092
1645,Low,0.927991,0.144936,-0.486114,-1.418922,0.706008
1646,Medium,0.570229,-0.035117,0.061556,-0.667396,1.491778
1647,Low,0.618561,-1.962913,-1.409811,-1.266485,-0.066780
1648,Low,-0.093285,-0.213996,-1.356235,-1.565497,-0.701266
1649,Medium,0.355887,0.700930,0.347297,0.432711,1.436458
1650,Low,-0.015534,-2.229766,-1.541768,0.003648,-0.714814
1651,Low,1.006793,0.017081,-0.576400,-0.410491,-0.957545
1652,Low,1.207476,0.295078,-0.226169,-0.025134,-1.040525
1653,High,-1.775448,0.880983,1.209481,1.370786,0.384813
1654,Low,0.147324,-1.252086,-1.428662,-0.790518,0.093536
1655,Low,1.111862,-0.954735,-2.149959,-1.119378,-0.382894
1656,Medium,0.527676,1.210591,0.434607,0.849515,0.613431
1657,Low,0.877557,-1.451493,-1.597328,-1.759508,-1.282127
1658,Low,0.686856,-0.027492,-0.946474,0.160349,-0.141857
1659,High,-0.585536,1.431111,1.238253,1.270583,1.362510
1660,High,-2.112196,1.062795,1.143006,1.318552,0.735926
1661,Low,0.972645,-0.100217,0.239152,0.113978,-0.979560
1662,High,-1.723439,0.973648,1.132093,1.298831,0.811567
1663,High,-0.001875,0.598880,0.253042,1.360126,0.470051
1664,Medium,-2.275054,1.245194,0.975332,0.971571,1.079700
1665,Low,1.080867,-0.432758,0.323486,0.291466,-1.233581
1666,Low,0.807686,0.771895,0.219309,-1.554304,0.221110
1667,Low,0.655861,-0.578794,-1.406835,-1.491410,0.114986
1668,Low,-0.101691,-0.715446,-0.380945,-0.233536,-1.095845
1669,Medium,-0.001875,1.261615,-0.251965,0.035628,-0.186451
1670,Medium,-0.001875,0.662221,0.901912,1.401167,1.361381
1671,Medium,0.574432,0.678057,1.092406,0.783423,-0.894322
1672,Low,0.291269,-0.350062,-3.000237,-1.337907,0.513516
1673,Medium,-1.291603,0.883915,0.186568,-0.421151,0.948738
1674,Medium,-1.110358,0.956053,0.524893,0.357025,0.667058
1675,Low,0.404744,-2.571104,0.069494,-0.347598,-0.945126
1676,Low,0.643778,0.185404,0.250066,0.137963,-1.265192
1677,Medium,-0.001875,-0.006379,0.434607,1.852083,-0.007508
1678,Low,0.007582,-1.418063,-1.115141,-1.500471,0.026361
1679,Low,-0.216216,-0.405192,0.617164,0.142760,-0.836744
1680,Low,0.716801,-2.426241,-1.342344,-0.936560,-1.319383
1681,Low,-1.409281,0.585978,-0.208310,-1.052220,0.099745
1682,Medium,-0.933841,1.042268,0.843375,0.953449,0.825115
1683,Low,-0.590264,-0.449766,-0.699427,-1.093261,0.218853
1684,High,-0.717923,-0.429239,0.305627,0.388472,0.932368
1685,Low,0.929041,-0.577034,-1.224278,-0.775061,0.130792
1686,Medium,0.123158,0.922623,0.277846,0.718930,-0.375556
1687,Low,0.024918,0.381879,-1.681662,0.140095,0.174822
1688,Medium,-1.815900,0.888607,1.179716,1.294034,0.147727
1689,Low,0.540284,-0.213410,-0.628984,-0.747346,0.553595
1690,Low,-0.417424,-1.361173,-2.845461,-1.172677,-1.198018
1691,High,-2.886558,1.157806,1.062642,1.144262,0.805922
1692,Low,0.766709,-1.552956,0.773924,-0.033129,-0.767876
1693,Low,1.029908,0.186577,1.007081,0.735986,-0.535871
1694,Low,0.489851,-1.456185,-1.468348,-0.774528,-0.494663
1695,Medium,-3.321546,0.557239,1.516057,1.900052,0.426020
1696,Low,-0.381176,-0.580553,-0.749035,-0.771330,0.866323
1697,Low,0.553418,-0.292586,-1.578478,-1.397602,0.046683
